Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,C,D1,T2,STANISLAUS  ,SW
CA5000010,TID/ LA GRANGE WATER SYSTEM,C,D1,T2,STANISLAUS  ,SW
CA5000013,OID #45,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000014,OID #46 - SUNSET OAKS,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000015,OID #22 - WILLIAMS TRACT,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000016,OID #41 - MOUNTAIN VIEW,C,D1,There are no treatment plants,STANISLAUS  ,GWP
CA5000017,PARK HEIGHTS MUTUAL WATER CO,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000019,RIVERDALE PARK TRACT CSD,C,D1,TD,STANISLAUS  ,GW
CA5000020,RIVER ROAD MUTUAL WATER COMPANY,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000033,COBLES CORNER,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000048,LAZY B MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000049,LONE PINE MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000054,MORNINGSIDE MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000055,OLIVE LANE MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000058,FISHERMAN'S BEND MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000060,CASA DE AMIGOS MANUFACTURED HOUSING COMM,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000061,MARTIN'S MOBILE HOME COURT,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000067,TULLY MOBILE ESTATES,C,D1,T2,STANISLAUS  ,GW
CA5000071,TWIN CYPRESS MOBILE HOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000072,MULBERRY MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000080,COUNTRY WESTERN MOBILE HOME PARK,C,D1,T2,STANISLAUS  ,GW
CA5000082,4N MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000090,RIVERVIEW MOBILE HOME ESTATES,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000095,SUNRISE VILLAGE MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000099,DEL RIO EAST HOA WATER SYSTEM,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000218,COUNTRY VILLA APTS,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000237,NORTH OAKS MUTUAL WATER CO,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000263,OASIS INVESTMENTS,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000297,BUEHNER HOUSES,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000313,BUEHNER WATER SYSTEM,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000317,OID #51 - SUNSET OAKS #10,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5000389,MONTEREY PARK TRACT CSD,C,D1,TD,STANISLAUS  ,GWP
CA5000408,WESTLEY CSD,C,D1,There are no treatment plants,STANISLAUS  ,GWP
CA5000433,OID-OAKDALE RURAL WATER SYSTEM #1,C,D2,There are no treatment plants,STANISLAUS  ,GW
CA5000579,FOSTER FARMS #5,C,D1,There are no treatment plants,STANISLAUS  ,GW
CA5010005,CITY OF MODESTO - SALIDA,C,D3,TD,STANISLAUS  ,GW
CA5010006,CITY OF WATERFORD,C,D2,T2,STANISLAUS  ,GW
CA5010007,HILLSVIEW HOMES,C,D1,TD,STANISLAUS  ,GW
CA5010008,"HUGHSON, CITY OF",C,D2,T2,STANISLAUS  ,GW
CA5010009,KEYES COMMUNITY SERVICES DIST.,C,D2,T2,STANISLAUS  ,GW
CA5010010,"MODESTO, CITY OF",C,D4,T2,STANISLAUS  ,SWP
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,C,D3,TD,STANISLAUS  ,GW
CA5010014,"OAKDALE, CITY OF",C,D3,There are no treatment plants,STANISLAUS  ,GW
CA5010017,"PATTERSON, CITY OF",C,D4,TD,STANISLAUS  ,GW
CA5010018,"RIVERBANK, CITY OF",C,D3,There are no treatment plants,STANISLAUS  ,GW
CA5010019,"TURLOCK, CITY OF",C,D4,T2,STANISLAUS  ,SWP
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,C,D2,There are no treatment plants,STANISLAUS  ,GW
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,C,D2,TD,STANISLAUS  ,GW
CA5010026,WATERFORD - HICKMAN,C,D1,T2,STANISLAUS  ,GW
CA5010028,"CERES, CITY OF",C,D4,T3,STANISLAUS  ,SWP
CA5010029,CITY OF MODESTO - DEL RIO,C,D1,T2,STANISLAUS  ,GW
CA5010031,CITY OF MODESTO - WALNUT MANOR,C,D1,TD,STANISLAUS  ,GW
CA5010033,CITY OF MODESTO - GRAYSON,C,D1,T2,STANISLAUS  ,GW
CA5010034,CITY OF MODESTO - NORTH TURLOCK,C,D1,TD,STANISLAUS  ,GW
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,C,D1,There are no treatment plants,STANISLAUS  ,GWP
CA5010038,MODESTO IRRIGATION DISTRICT,C,D2,T5,STANISLAUS  ,SW
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,C,D3,T3,STANISLAUS  ,SW
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,C,D4,T5,STANISLAUS  ,SW
CA5010042,WATERFORD-RIVER POINTE,C,D1,T1,STANISLAUS  ,GW
CA5010043,STANISLAUS REGIONAL WATER AUTHORITY,C,D4,T5,STANISLAUS  ,SW
CA5100107,GOLDEN STATE WATER CO. - ROBBINS,C,D1,T2,SUTTER  ,GW
CA5100112,TIERRA BUENA MHP #1,C,D1,There are no treatment plants,SUTTER  ,GW
CA5100125,HARMONY VILLAGE,C,D1,T2,SUTTER  ,GW
CA5101009,WILDWOOD EAST MUTUAL,C,D1,There are no treatment plants,SUTTER  ,GW
CA5102025,YUBA APARTMENT HOMES,C,D1,There are no treatment plants,SUTTER  ,GW
CA5110001,CITY OF LIVE OAK,C,D2,T2,SUTTER  ,GW
CA5110002,CITY OF YUBA CITY,C,D4,T5,SUTTER  ,SW
CA5110007,SUTTER COMMUNITY S.D.,C,D2,There are no treatment plants,SUTTER  ,GW
CA5200007,HOWELL'S LAKESIDE WATER CO.,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200008,BREESE SUBDIVISION 2,C,D1,TD,TEHAMA  ,GW
CA5200010,WOODSON BRIDGE RV PARK,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200012,VISTA GRANDE WATER SYSTEM,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200013,WOMACK SUBDIVISION M.W.C.,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200014,WILSON ACRES MUTUAL WATER,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200255,CORNING RV PARK,C,D1,TD,TEHAMA  ,GW
CA5200500,REEDS CREEK ESTATES,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200502,LAS FLORES WATER WORKS,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200503,MINERAL COUNTY WATER DISTRICT,C,D1,T2,TEHAMA  ,SW
CA5200504,CITY OF TEHAMA,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200508,RIO VISTA MOBILE HOME PARK,C,D1,TD,TEHAMA  ,GW
CA5200510,RIVER RANCH MOBILE HOME PARK,C,D1,TD,TEHAMA  ,GW
CA5200512,BEND MOBILEHOME & RV PARK,C,D1,TD,TEHAMA  ,GW
CA5200514,GOLDEN ACRES TRAILER PARK,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200521,ANTELOPE CREEK MHP,C,D1,TD,TEHAMA  ,GW
CA5200526,HIDDEN HARBOR MARINA & RVP,C,D1,TD,TEHAMA  ,GW
CA5200527,HUNTER'S FISHING RESORT,C,D1,TD,TEHAMA  ,GW
CA5200531,RIVERSIDE CROSSING MHP,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200534,PASKENTA COMM. SERVICES DIST.,C,D1,TD,TEHAMA  ,SW
CA5200535,LIVE OAK ACRES MWC INC.,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200539,FRIENDLY ACRES MHP,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200545,MODERN VILLAGE MWC,C,D1,TD,TEHAMA  ,GW
CA5200546,ANTELOPE-HOMEWOOD MHP,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200547,GATEWAY MOBILE HOME PARK,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200548,LASSEN VIEW WATER DISTRICT,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200551,WOODSON BRIDGE MHP,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200555,RIO RANCH COMMUNITY SVCS DIST,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200556,MAYWOOD MOBILE HOME PARK,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200558,RIVER VIEW MHC LLC,C,D1,TD,TEHAMA  ,GW
CA5200559,ABBEY OF NEW CLAIRVAUX,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200560,MIRA MONTE WATER CO.,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200562,SKY VIEW COUNTY WATER,C,D1,TD,TEHAMA  ,GW
CA5200570,SURREY VILLAGE WATER CO. INC.,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200571,MOUNTAIN VALLEY APTS & RVP,C,D1,TD,TEHAMA  ,GW
CA5200574,DEL ORO WC - LARKSPUR MEADOWS,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200575,RANCHO COLORADO WS,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200584,LITTLE AVENUE WATER SYSTEM,C,D1,TD,TEHAMA  ,GW
CA5200588,JUANITA COURT MUTUAL WATER,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200645,SADDLEBACK MUTUAL WATER CO.,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5200657,NORCAL WATER WORKS,C,D1,TD,TEHAMA  ,GW
CA5200864,R-WILD HORSE RANCH,C,D1,TD,TEHAMA  ,GW
CA5201140,ANTOINETTE MUTUAL WATER CO,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5201147,GOLDEN MEADOWS CSD,C,D1,There are no treatment plants,TEHAMA  ,GW
CA5210001,CITY OF CORNING,C,D2,TD,TEHAMA  ,GW
CA5210002,GERBER LAS FLORES CSD,C,D2,TD,TEHAMA  ,GW
CA5210003,LOS MOLINOS COMM. SERVICES DIST.,C,D2,TD,TEHAMA  ,GW
CA5210004,CITY OF RED BLUFF,C,D3,There are no treatment plants,TEHAMA  ,GW
CA5210005,RIO ALTO WATER DISTRICT,C,D2,There are no treatment plants,TEHAMA  ,GW
CA5301001,BUCKTAIL MUTUAL WATER COMPANY,C,D1,TD,TRINITY  ,GW
CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,C,D1,T2,TRINITY  ,SW
CA5301008,PINE COVE RV PARK,C,D1,TD,TRINITY  ,GW
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,C,D1,T2,TRINITY  ,SW
CA5301101,TREASURE CREEK WOODS MWC,C,D1,TD,TRINITY  ,GW
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,C,D1,TD,TRINITY  ,GW
CA5301103,COVINGTON MILL - A,C,NR,There are no treatment plants,TRINITY  ,GW
CA5301104,COVINGTON MILL MWC-DIVISION B,C,D1,There are no treatment plants,TRINITY  ,GW
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,C,D1,TD,TRINITY  ,GW
CA5303002,INDIAN CREEK TRAILER PARK,C,D1,T2,TRINITY  ,SW
CA5304102,TRINITY VILLAGE MUTUAL WATER,C,D1,T2,TRINITY  ,SW
CA5304109,BURNT RANCH ESTATES,C,D1,T2,TRINITY  ,SW
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),C,D1,T2,TRINITY  ,SW
CA5304502,"SALYER HEIGHTS W.S., INC",C,D1,T2,TRINITY  ,SW
CA5310001,WEAVERVILLE C.S.D.,C,D2,T3,TRINITY  ,SW
CA5310002,TRINITY CO. W.W. DIST #1,C,D2,T3,TRINITY  ,SW
CA5310003,TRINITY CENTER M.W.C.          .,C,D1,T2,TRINITY  ,SW
CA5400504,PORTERVILLE MOBILE VILLAGE,C,D1,TD,TULARE  ,GW
CA5400505,HARTLAND CHRISTIAN CAMP,C,NR,There are no treatment plants,TULARE  ,GW
CA5400506,NORTH KAWEAH MUTUAL WATER COMPANY,C,D1,T3,TULARE  ,GU
CA5400529,"SHADY GROVE  MOBILE HOME PARK, LLC",C,D1,There are no treatment plants,TULARE  ,GW
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,C,D1,TD,TULARE  ,GW
CA5400537,LINDY'S LANDING,C,D1,TD,TULARE  ,GW
CA5400542,DUCOR CSD,C,D1,TD,TULARE  ,GW
CA5400544,ALLENSWORTH CSD,C,D1,T1,TULARE  ,GW
CA5400550,SEVILLE WATER COMPANY,C,D1,TD,TULARE  ,GW
CA5400553,DEL ORO TRAVER DISTRICT,C,D1,T2,TULARE  ,GW
CA5400556,RIVER RETREAT MUTUAL WATER COMPANY,C,D1,TD,TULARE  ,GW
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSN,C,D1,TD,TULARE  ,GW
CA5400602,EAGLE'S NEST RESORT,C,D1,There are no treatment plants,TULARE  ,GW
CA5400604,MOUNTAIN VIEW DUPLEXES,C,D1,There are no treatment plants,TULARE  ,GW
CA5400616,LEMON COVE WATER COMPANY,C,D1,TD,TULARE  ,GW
CA5400631,LINNELL FARM LABOR CENTER,C,D1,There are no treatment plants,TULARE  ,GW
CA5400641,TEVISTON COMMUNITY SERVICES DISTRICT,C,D1,TD,TULARE  ,GW
CA5400647,YOKOHL MUTUAL WATER CO,C,D1,There are no treatment plants,TULARE  ,GW
CA5400660,LAKE SUCCESS MOBILE LODGE,C,D1,T2,TULARE  ,GW
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,C,D1,Operator is not required,TULARE  ,GW
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,C,D1,TD,TULARE  ,GW
CA5400670,TRIPLE R MUTUAL WATER CO,C,D1,T2,TULARE  ,GW
CA5400682,PLAINVIEW MWC - CENTRAL WATER,C,D1,TD,TULARE  ,GW
CA5400710,BADGER HILL ESTATES,C,D1,TD,TULARE  ,GW
CA5400718,WILLIAMS MUTUAL  WATER COMPANY,C,D1,There are no treatment plants,TULARE  ,GW
CA5400728,GRIER MUTUAL WATER COMPANY,C,D1,There are no treatment plants,TULARE  ,GW
CA5400732,PIERPOINT SPRINGS WATER CO.,C,D1,There are no treatment plants,TULARE  ,GW
CA5400735,RODRIGUEZ LABOR CAMP,C,D1,There are no treatment plants,TULARE  ,GW
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,C,D1,TD,TULARE  ,GW
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,C,D1,T1,TULARE  ,GW
CA5400767,DEL ORO EAST PLANO DISTRICT,C,D1,There are no treatment plants,TULARE  ,GW
CA5400769,FOOTHILL APARTMENTS,C,D1,T2,TULARE  ,GW
CA5400792,WOODVILLE FARM LABOR CENTER,C,D1,There are no treatment plants,TULARE  ,GW
CA5400805,SOULTS MUTUAL WATER COMPANY,C,D1,There are no treatment plants,TULARE  ,GWP
CA5400816,BEDEL MUTUAL WATER COMPANY,C,D1,There are no treatment plants,TULARE  ,GW
CA5400819,MOUNTAIN VIEW MHP,C,D1,There are no treatment plants,TULARE  ,GW
CA5400824,SULTANA COMMUNITY SERVICES DISTRICT,C,D1,TD,TULARE  ,GW
CA5400875,VILLAGE APARTMENTS,C,D1,TD,TULARE  ,GW
CA5400880,THE LAKES ASSOCIATION,C,D1,TD,TULARE  ,GW
CA5400881,SUNRISE MUTUAL WATER CO.,C,D1,There are no treatment plants,TULARE  ,GW
CA5400903,TRACT 92  COMMUNITY SERVICES DISTRICT,C,D1,TD,TULARE  ,GW
CA5400929,RIVERLAND RESORT,C,D1,TD,TULARE  ,GW
CA5400934,PONDEROSA CSD,C,D1,There are no treatment plants,TULARE  ,GW
CA5400935,CWS - MULLEN WATER COMPANY,C,D1,T2,TULARE  ,GW
CA5400940,SIERRA KING HOMEOWNERS ASSN,C,D1,TD,TULARE  ,GW
CA5400964,SIERRA VISTA ASSOCIATION,C,D1,There are no treatment plants,TULARE  ,GW
CA5400968,IMPROVEMENT DISTRICT NO. 1,C,D1,T3,TULARE  ,SW
CA5401003,EAST OROSI COMMUNITY SERVICES DISTRICT,C,D1,TD,TULARE  ,GW
CA5401026,DEER MEADOW MUTUAL WATER COMPANY,C,D1,TD,TULARE  ,GW
CA5402036,R-RANCH IN THE SEQUOIAS,C,D1,There are no treatment plants,TULARE  ,GW
CA5402038,PATTERSON TRACT CSD,C,D1,TD,TULARE  ,GW
CA5402047,GLEANINGS FOR THE HUNGRY,C,D1,T2,TULARE  ,GW
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,C,D1,TD,TULARE  ,GW
CA5403023,DELFT COLONY WATER,C,D1,TD,TULARE  ,GW
CA5403043,YETTEM WATER SYSTEM,C,D1,T2,TULARE  ,GW
CA5403084,FAIRWAY MUTUAL WATER CO,C,D1,TD,TULARE  ,GW
CA5403110,SIERRA MUTUAL WATER COMPANY,C,D1,T2,TULARE  ,GW
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,C,D1,There are no treatment plants,TULARE  ,GW
CA5403144,ALI MUTUAL WATER CO,C,D1,TD,TULARE  ,GW
CA5403212,MONSON WATER SYSTEM,C,D1,TD,TULARE  ,GW
CA5403213,TEEN CHALLENGE,C,D1,There are no treatment plants,TULARE  ,GW
CA5403217,OKIEVILLE HIGHLAND ACRES MWC,C,D1,There are no treatment plants,TULARE  ,GW
CA5410001,CUTLER PUD,C,D3,TD,TULARE  ,GW
CA5410002,"DINUBA, CITY OF",C,D3,T2,TULARE  ,GW
CA5410003,"EXETER, CITY OF",C,D3,TD,TULARE  ,GW
CA5410004,"FARMERSVILLE, CITY OF",C,D3,TD,TULARE  ,GW
CA5410006,"LINDSAY, CITY OF",C,D3,T3,TULARE  ,SW
CA5410007,LSID - TONYVILLE,C,D1,T2,TULARE  ,SW
CA5410008,OROSI PUBLIC UTILITY DISTRICT,C,D2,TD,TULARE  ,GW
CA5410009,PIXLEY PUBLIC UTIL DIST,C,D2,Operator is not required,TULARE  ,GW
CA5410010,"PORTERVILLE, CITY OF",C,D5,TD,TULARE  ,GW
CA5410011,SPRINGVILLE PUD,C,D2,T2,TULARE  ,SW
CA5410012,STRATHMORE PUBLIC UTIL DIST,C,D2,T3,TULARE  ,SW
CA5410014,TIPTON COMMUNITY SERVICES DIST,C,D2,TD,TULARE  ,GW
CA5410015,"TULARE, CITY OF",C,D4,T2,TULARE  ,GW
CA5410016,CWS - VISALIA,C,D4,T2,TULARE  ,GW
CA5410017,LONDON COMMUNITY SERV DIST,C,D2,Operator is not required,TULARE  ,GW
CA5410019,IVANHOE PUBLIC UTILITY DIST,C,D2,There are no treatment plants,TULARE  ,GW
CA5410020,"WOODLAKE, CITY OF",C,D2,T2,TULARE  ,GW
CA5410021,EARLIMART PUD,C,D2,TD,TULARE  ,GW
CA5410022,CAMP NELSON WATER COMPANY,C,D1,T2,TULARE  ,SW
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,C,D2,T2,TULARE  ,GW
CA5410025,WOODVILLE PUBLIC UTILITY DIST,C,D2,TD,TULARE  ,GW
CA5410026,POPLAR COMM SERVICE DIST,C,D2,TD,TULARE  ,GW
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,C,D1,TD,TULARE  ,GW
CA5410036,LSID-STRATHMORE SYSTEM,C,D1,There are no treatment plants,TULARE  ,SWP
CA5410038,TERRA BELLA IRRIGATION DISTRICT - TBT,C,D3,T3,TULARE  ,SW
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,C,D1,Operator is not required,TULARE  ,GW
CA5410041,CWS - TULCO WATER COMPANY,C,D1,T3,TULARE  ,GW
CA5410048,PORTERVILLE-JONES CORNER,C,D1,TD,TULARE  ,GW
CA5410050,ALPAUGH COMMUNITY SERVICES DISTRICT,C,D2,T3,TULARE  ,GW
CA5410503,NPS-WOLVERTON,C,D2,T2,TULARE  ,SW
CA5410513,NPS-ASH MOUNTAIN,C,D2,T2,TULARE  ,GU
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,C,D1,There are no treatment plants,TULARE  ,GW
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,C,D2,T2,TULARE  ,GW
CA5500040,BLUEBELL VALLEY MWC,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500041,ALPINE ACRES MUTUAL WATER CO,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500042,BELLEVIEW OAKS MUTUAL WATER CO,C,D1,T1,TUOLUMNE  ,GW
CA5500048,DON PEDRO REC AG:FLEM.MEADOWS,C,D1,T2,TUOLUMNE  ,SW
CA5500053,LEISURE PINES MUTUAL WATER CO,C,D1,T2,TUOLUMNE  ,GW
CA5500057,LONG BARN PROPERTY OWNERS,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500060,MI WUK HEIGHTS MWC,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500064,MULLER MUTUAL WATER COMPANY,C,D1,There are no treatment plants,TUOLUMNE  ,SWP
CA5500071,RAWHIDE INVESTMENT COMPANY,C,D1,TD,TUOLUMNE  ,GW
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500077,SLIDE INN SNOWBOWL WATER CO,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500080,TWAIN HARTE VALLEY MWC,C,D1,T2,TUOLUMNE  ,SW
CA5500086,SONORA ESTATES MOBILE HOME PARK,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500092,PONDEROSA MOBILE HOME PARK,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500096,SIERRA TWAIN HARTE MHP,C,D1,TD,TUOLUMNE  ,GW
CA5500104,CASCADE ESTATES,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500115,SUGAR PINE RV RESORT,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500116,PEPPERMINT CREEK MHP,C,D1,T2,TUOLUMNE  ,SW
CA5500119,YOSEMITE VISTA ESTATES,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500120,49ER TRAILER RANCH,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500124,MONO VISTA RANCH MHP,C,D1,T1,TUOLUMNE  ,GW
CA5500125,MOTHER LODE MOBILE ESTATES,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500128,GOLD RUSH MOBILE HOME PARK,C,D1,T2,TUOLUMNE  ,GU
CA5500149,COLUMBIA MOBILE HOME PARK,C,D1,TD,TUOLUMNE  ,GW
CA5500193,TAMARRON MOBILE HOME PARK,C,D1,TD,TUOLUMNE  ,GW
CA5500243,RAMBLING HILLS ESTATES,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500353,SIERRA VILLAGE MOBILE HOME PARK,C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5500363,TUD-WARDS FERRY RANCHES,C,D1,TD,TUOLUMNE  ,GW
CA5510001,TUD - SONORA/JAMESTOWN WATER SYSTEM,C,D4,T3,TUOLUMNE  ,SW
CA5510002,TUD - PONDEROSA,C,D2,T2,TUOLUMNE  ,SW
CA5510003,TUD - TUOLUMNE WATER SYSTEM,C,D2,T2,TUOLUMNE  ,SW
CA5510004,PINECREST PERMITTEES ASSN,C,D2,T2,TUOLUMNE  ,SW
CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,C,D3,T3,TUOLUMNE  ,SW
CA5510006,MI WUK VILLAGE MUT WTR CO,C,D2,T3,TUOLUMNE  ,SW
CA5510007,DEL ORO WATER COMPANY - STRAWBERRY DIV.,C,D2,T3,TUOLUMNE  ,SW
CA5510008,LAKE DON PEDRO CSD,C,D2,T2,TUOLUMNE  ,SW
CA5510009,GROVELAND COMMUNITY SERV DIST,C,D3,T2,TUOLUMNE  ,SW
CA5510011,COLD SPRINGS WATER CO,C,D1,T2,TUOLUMNE  ,SW
CA5510012,TUD - UPPER BASIN WATER SYSTEM,C,D3,T3,TUOLUMNE  ,SW
CA5510013,TUD - COLUMBIA WATER SYSTEM,C,D3,T3,TUOLUMNE  ,SW
CA5510015,TUD - CEDAR RIDGE WATER SYSTEM,C,D2,T2,TUOLUMNE  ,SW
CA5510016,"SIERRA PARK WATER COMPANY, INC.",C,D1,There are no treatment plants,TUOLUMNE  ,GW
CA5510021,TUD-PEACEFUL PINES WATER SYSTEM,C,D1,TD,TUOLUMNE  ,GW
CA5510023,SONORA MEADOWS MUTUAL WTR CO,C,D2,TD,TUOLUMNE  ,SWP
CA5510024,"SONORA WATER RESOURCES, INC",C,D2,There are no treatment plants,TUOLUMNE  ,SWP
CA5510025,TUD - PHOENIX LAKE PARK,C,D1,T2,TUOLUMNE  ,GW
CA5510026,PHOENIX LAKE ESTATES CC MWC,C,D2,There are no treatment plants,TUOLUMNE  ,GW
CA5510028,TUD-APPLE VALLEY ESTATES,C,D1,T1,TUOLUMNE  ,GW
CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,C,D2,T2,TUOLUMNE  ,SW
CA5510503,YOSEMITE NPS-HODGDON MEADOW,C,D1,TD,TUOLUMNE  ,GW
CA5510851,CDCR - SIERRA CONSERVATION CENTER,C,D2,T3,TUOLUMNE  ,SW
CA5510852,CAL FIRE BASELINE CONSERVATION CAMP,C,D1,T2,TUOLUMNE  ,SW
CA5601104,CASITAS MUTUAL WATER COMPANY,C,D1,TD,VENTURA  ,SWP
CA5601105,FILLMORE IRRIGATION CO,C,D1,TD,VENTURA  ,GW
CA5601106,ALTURAS FILLMORE MHP,C,D1,TD,VENTURA  ,GW
CA5601110,MIDDLE ROAD MUTUAL WATER CO,C,D1,There are no treatment plants,VENTURA  ,GWP
CA5601116,SAN CAYETANO MUTUAL WATER CO,C,D1,TD,VENTURA  ,GW
CA5601117,SENIOR CANYON MUTUAL WATER CO,C,D2,T2,VENTURA  ,SW
CA5601119,SIETE ROBLES MUTUAL WATER CO,C,D1,T1,VENTURA  ,SWP
CA5601120,SISAR MUTUAL WATER CO,C,D1,TD,VENTURA  ,GW
CA5601122,TICO MUTUAL WATER CO,C,D1,T2,VENTURA  ,SWP
CA5601125,COMMUNITY MUTUAL WATER CO,C,D1,TD,VENTURA  ,GW
CA5601134,ELKINS RANCH,C,D1,T2,VENTURA  ,GU
CA5601137,RINCON WATER & ROAD WORKS,C,D1,There are no treatment plants,VENTURA  ,SWP
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,C,D1,TD,VENTURA  ,GW
CA5601144,RANCHO SESPE WORKERS IMP ASSOC,C,D1,TD,VENTURA  ,GW
CA5601201,LIMONEIRA RANCH #1,C,D2,There are no treatment plants,VENTURA  ,GWP
CA5601401,KROTONA INSTITUTE,C,D1,T1,VENTURA  ,GW
CA5602101,ESTERINA PROPERTIES,C,D1,TD,VENTURA  ,GW
