"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","hasnotreceivedfunding","didnotapplycovid","SC3i_Count_Distribution","Service_disruptions","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any","FAILING","MHI_KD","Percent.hispanicorlatino","Percent.white","Percent.black","Percent.asian","Percent.renter"
"1853","CA5000317","OID #51 - SUNSET OAKS #10","LPA80 - STANISLAUS COUNTY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,80,287,109219,30.0818858,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"Did not complete survey","No","C","STANISLAUS  ","GW","GW","Self-produced",5.66296048013595,NA,NA,"No",NA,"NONE",NA,NA,"2","Yes",NA,NA,"1","1","0","0","Not failing",124219,15.6376226197346,78.4766301211772,0,3.46220427005193,6.38002773925104
"1854","CA5000016","OID #41 - MOUNTAIN VIEW","LPA80 - STANISLAUS COUNTY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,42,147,69261,42.56856776,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH",NA,"Did not complete survey","No","C","STANISLAUS  ","GWP","GW","Purchased",4.99721227376411,NA,NA,"No",NA,"NONE",NA,NA,"0","No",NA,NA,"0","0","0","0","Not failing",84261,40.9698996655518,53.1215161649944,0,5.90858416945373,30.8049535603715
"1855","CA5000013","OID #45","LPA80 - STANISLAUS COUNTY","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,51,144,109219,30.08493202,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"Did not complete survey","No","C","STANISLAUS  ","GW","GW","Self-produced",4.97673374242057,NA,NA,"No",NA,"NONE",NA,NA,"2","Yes",NA,NA,"1","1","1","1","Not failing",124219,15.6376226197346,78.4766301211772,0,3.46220427005193,6.38002773925104
"1856","CA5410007","LSID - TONYVILLE","DISTRICT 12 - VISALIA","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,50,500,11326,42.29133523,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","MEDIUM","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Less than 1.5%","Yes","Yes","C","TULARE  ","SW","SW","Self-produced",6.21660610108486,"2","2","No","No","NONE","Yes","1","0","No","0","0","0","0","1","1","Failing",NA,100,0,0,0,19.1358024691358
"1857","CA5410036","LSID-STRATHMORE SYSTEM","DISTRICT 12 - VISALIA","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,161,500,29988.76803,51.48223167,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","TULARE  ","SWP","SW","Purchased",6.21660610108486,"2","2","No",NA,"High",NA,"1","0","No","0","0","0","0","0","0","Not failing",40168.6976377924,85.9649276937312,13.5447695285724,0,0,23.9403254562719
"1858","CA5410038","TERRA BELLA IRRIGATION DISTRICT - TBT","DISTRICT 12 - VISALIA","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,803,3056,82516.01372,46.52463086,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","No","No","C","TULARE  ","SW","SW","Self-produced",8.02518932189084,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",NA,69.9268781312232,27.6452287471018,0.0183141931511093,0.246478551643584,42.5160281193637
"1859","CA5810005","NEVADA ID - SMARTSVILLE","DISTRICT 09 - SACRAMENTO","Irrigation District",NA,"Yes","Yes","Variable","Full","Full",NA,43,122,67708,30.21432919,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","UNKNOWN","Yes","Yes","C","YUBA  ","SW","SW","Self-produced",4.81218435537242,NA,NA,"No",NA,"High",NA,"1",NA,NA,NA,NA,"0","0","0","0","Not failing",82708,14.1426783479349,70.8385481852315,4.56821026282854,1.56445556946183,15.6405990016639
"1860","CA3310020","INDIO WATER AUTHORITY","DISTRICT 20 - RIVERSIDE","Joint Powers Authority/Agreement",NA,"Yes","Yes","Variable","Full","Full",NA,25051,82668,65620.25844,20.63712027,"Not At-Risk",0.5,4920057,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","RIVERSIDE  ","GW","GW","Self-produced",11.3225999618871,"2","2","Yes",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,69.7387302707567,23.1874710692433,2.48653455583504,2.50855120325636,33.3528258787746
"1861","CA3710025","SWEETWATER AUTHORITY","DISTRICT 14 - SAN DIEGO","Joint Powers Authority/Agreement",NA,"Yes","Yes","Variable","Full","Full",NA,33366,189371,73816.21816,31.30674176,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN DIEGO  ","SW","SW","Self-produced",12.1514686135361,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8888120861035,15.3402297146793,3.82276222932504,9.02507728511644,56.0134472774842
"1862","CA4810005","SUISUN-SOLANO WATER AUTHORITY","DISTRICT 04 - SAN FRANCISCO","Joint Powers Authority/Agreement",NA,"Yes","Yes","Variable","Full","Full",NA,8713,29530,84796.69757,25.47296612,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Less than 1.5%","Yes","Yes","C","SOLANO  ","SW","SW","Self-produced",10.2931958380319,"2","2","No","No","NONE","Yes","1",NA,NA,"0","0","0","0","0","0","Failing",NA,31.5507334589407,22.9747977374818,19.3818525857393,15.1831466245293,38.7961605000187
"1863","CA2010004","MADERA CO CMD19-PARKWOOD","DISTRICT 11 - MERCED","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,496,1637,47587,60.45460197,"At-Risk",1,5e+05,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",7.40123126441302,"2","2","Yes","Yes","High","No","1","1","Yes","0","0","1","1","0","0","Not failing",55087,79.9807042932947,20.0192957067053,0,0,48.3033932135729
"1864","CA2000544","MADERA CO MD1-HIDDEN LAKE ESTATES","DISTRICT 11 - MERCED","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,49,162,87404,15.7355025,"Failing",0,280000,"YES","NO","NO","YES","NO","NONE","HIGH","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","MADERA  ","SW","SW","Self-produced",5.09375020080676,"2","2","Yes","Yes","High","No","1","0","No","0","0","0","0","2","1","Failing",102404,20.8133971291866,65.0717703349282,0,0.717703349282297,13.716814159292
"1865","CA2010008","MADERA CO MD10A-MADERA RANCHOS","DISTRICT 11 - MERCED","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,945,3172,106866.3073,33.67211005,"Failing",0,16474936.34,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",8.0624327915832,"2","2","Yes","Yes","NONE","No","1","2","Yes","0","0","1","1","0","0","Failing",104973.931817514,34.9486809182845,47.4513815393584,1.70687252070751,5.76813043254211,14.9882244038948
"1866","CA2000549","MD 05 MOUNTAIN RANCHES","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,27,239,143958,14.76946449,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.48063892334199,"2","1","No","No","NONE","Yes","1","0","No","1","1","0","0","1","1","Not failing",158958,13.4246575342466,77.6712328767123,0,0,3.37078651685393
"1867","CA2000551","MD 07 MARINA VIEW HEIGHTS","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,83,200,56480,15.7355025,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","MEDIUM","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.30330490805908,"1","1","No","No","NONE","Yes","1","0","No","2","1","0","0","1","1","Not failing",66035,5.55555555555556,91.6666666666667,0,0,0
"1868","CA2000561","MD 08 NORTH FORK WATER SYSTEM","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,75,264,34866,15.7355025,"Failing",0.5,357342.76,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","VERY HIGH","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.57972982598622,"1","2","Yes","Yes","High","No","1","0","No","1","1","0","0","1","1","Failing",NA,8.88203580922878,77.7807299070521,0.303847619100681,0.0794229839246402,23.0072385608859
"1869","CA2000552","MD 24 TEAFORD MEADOW LAKES","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,66,150,46147.94782,15.63191649,"Failing",0.5,5e+05,"YES","YES","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.01727983681492,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","1","1","Failing",60907.2129707256,5.36320850691907,90.9582057637653,0,3.22886032373986,14.6259168902725
"1870","CA2000553","MD 28 RIPPERDAN SELF HELP","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,17,48,93511,56.18301812,"Failing",0.5,4e+05,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","HIGH","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",3.89182029811063,"1","2","Yes","Yes","High","No","1","0","No","1","1","0","0","1","1","Failing",108511,37.3720136518771,59.7269624573379,0.511945392491468,1.62116040955631,52.7322404371585
"1871","CA2000554","MD 33 FAIRMEAD","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,164,568,38949.11858,42.43007907,"At-Risk",1,1549823,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","2.5% or greater","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",6.34388043412633,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","0","0","Not failing",44608.5691724196,64.9623836624076,26.8838105046898,4.9457508853802,0.979057527724771,35.1569170958334
"1872","CA2000727","MD 36 EASTIN ARCOLA","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,16,84,85765.26756,56.18301812,"At-Risk",0,4e+05,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","HIGH","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",4.44265125649032,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","1","1","Not failing",100501.202813469,50.5688099566399,48.5247964337531,0.210461329790018,0.3265739240315,46.3086330214662
"1873","CA2000728","MD 37 LA VINA","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,100,350,27254,56.18301812,"Potentially At-Risk",0.5,365554,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.86078622346587,"2","2","Yes",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",42254,94.1241685144124,3.93569844789357,0,1.94013303769401,66.1498708010336
"1874","CA2000851","MD 40 SUNSET RIDGE ESTATES","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,27,150,51339,9.964857105,"Failing",0,0,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.01727983681492,"1","1","No","No","NONE","Yes","1","0","No","2","1","0","0","0","0","Failing",66339,31.4652261985145,63.3355840648211,4.86158001350439,0,10.9195402298851
"1875","CA2000737","MD 42 STILL MEADOW","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,34,100,50072.54599,11.91745634,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","HIGH","2.5% or greater","Did not complete survey","No","C","MADERA  ","GW","GW","Self-produced",4.61512051684126,"1","2","No","No","NONE","Yes","2","0","No","2","1","0","0","1","1","Failing",59747.1601629256,13.0078515445458,85.9904054308545,0,0.8973761926081,32.241633585461
"1876","CA2000557","MD 43 MIAMI CREEK KNOLLS","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,26,100,65138.55358,15.88111365,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",4.61512051684126,"1","2","No","No","NONE","Yes","1","0","No","1","1","0","0","1","1","Not failing",79992.692816557,8.22776268722423,84.0272651855889,0,0.032673787590819,16.7959663968282
"1877","CA2000293","MD 46 AHWAHNEE RESORTS","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,90,300,52019,15.88111365,"At-Risk",0.5,5e+05,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","2.5% or greater","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.70711026474888,"1","2","Yes","Yes","NONE","No","1","0","No","1","1","0","0","0","0","Not failing",67019,18.5589519650655,76.27365356623,0,1.16448326055313,44.3254817987152
"1878","CA2000865","MD 58 SIERRA HIGHLANDS","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,25,75,74226,9.964857105,"Failing",0,0,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",4.33073334028633,"2","2","No","No","High","Yes","1","0","No","0","0","0","0","0","0","Failing",89226,6.11940298507463,87.7611940298508,0,0,7.16510903426791
"1879","CA2000849","MD 60 DILLON ESTATES","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,38,150,65234,15.88111365,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","MEDIUM","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.01727983681492,"1","1","No","No","High","Yes","1","0","No","2","1","0","0","0","0","Not failing",80234,7.9295154185022,84.2511013215859,0,0,16.2839248434238
"1880","CA2000757","MD 63 MEADOW SPRINGS RANCH","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,87,300,78829.35994,9.964857105,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","MEDIUM","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.70711026474888,"1","1","No",NA,"NONE",NA,"1","0","No","2","1","0","0","0","0","Not failing",94798.1560862777,5.97150927931295,83.0297174460897,0,1.17459439142159,7.00011517713254
"1881","CA2000690","MD 73 QUARTZ MOUNTAIN","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,127,375,69563.94735,9.964857105,"Failing",0,0,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.9295891433899,"2","2","No","No","NONE","Yes","1","0","No","0","0","0","0","0","0","Failing",84201.0336954867,11.185946874431,85.119501115489,0,0.384474796520672,23.6865269537911
"1882","CA2000511","MD 85 VALETA","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,20,45,33731,45.1492929,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","2.5% or greater","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",3.8286413964891,"1","1","No","No","High","Yes","1","1","Yes","2","1","1","1","0","0","Not failing",NA,14.2647058823529,84.4117647058823,0,1.32352941176471,31.0240963855422
"1883","CA2000692","MD 95 RANCHOS WEST","LPA50 - MADERA COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,27,150,1e+05,43.18396707,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","MADERA  ","GW","GW","Self-produced",5.01727983681492,"1","1","No",NA,"NONE",NA,"1","0","No","2","1","0","0","0","0","Not failing",113934,42.0994879297732,52.8163862472568,0.621799561082663,0.256035113386979,14.7878787878788
"1884","CA2210924","YOSEMITE WEST WATER SYSTEM","DISTRICT 11 - MERCED","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,185,420,41510.62538,11.14092997,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE",NA,"NONE","2.5% or greater","Yes","Yes","C","MARIPOSA  ","GW","GW","Self-produced",6.04263283368238,"1","2","No","No","High","Yes","1","0","No","1","1","0","0","0","0","Not failing",54982.9168058286,23.1802425529793,76.118470197583,0,0,14.9423381582815
"1885","CA3700859","RANCHO DEL CAMPO WATER SYSTEM","DISTRICT 26 - IMPERIAL","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,110,290,30368,32.33980451,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","SAN DIEGO  ","GW","GW","Self-produced",5.67332326717149,"1","1","No",NA,"NONE",NA,"1","0","No","2","1","0","0","0","0","Not failing",45368,44.287109375,43.798828125,3.662109375,0.439453125,29.9632352941176
"1886","CA3710047","CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR","DISTRICT 26 - IMPERIAL","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,222,500,30368,32.33980451,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","MEDIUM","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","No","No","C","SAN DIEGO  ","GU","GW","Self-produced",6.21660610108486,"1","1","No",NA,"NONE",NA,"2","0","No","3","1","0","0","0","0","Not failing",45368,44.287109375,43.798828125,3.662109375,0.439453125,29.9632352941177
"1887","CA3901348","FAIROAKS PWS #44","DISTRICT 10 - STOCKTON","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,355,1172,210647.7222,36.17728981,"Not At-Risk",NA,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH",NA,"Did not complete survey","No","C","SAN JOAQUIN  ","GW","GW","Self-produced",7.06731984865348,NA,NA,"No",NA,"NONE",NA,NA,"0","No",NA,NA,"0","0","0","0","Not failing",225296.09900331,5.64155459861859,42.3756578600849,4.58141579822748,3.73209892969578,6.8802765319928
"1888","CA3910010","SAN JOAQUIN COUNTY - LINCOLN VILLAGE","DISTRICT 10 - STOCKTON","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,1815,5990,74744.39333,39.13161073,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SAN JOAQUIN  ","SWP","SW","Purchased",8.69801362208393,"2","2","No",NA,"High",NA,"2","0","No","1","1","0","0","0","0","Not failing",79358.8949053652,46.3824941019856,33.5236055747479,2.59218670905852,11.4281580078306,35.4620588133686
"1889","CA3910024","SAN JOAQUIN COUNTY - WILKINSON MANOR","DISTRICT 10 - STOCKTON","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,258,851,78524,36.12435668,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","NONE","UNKNOWN","Did not complete survey","No","C","SAN JOAQUIN  ","GW","GW","Self-produced",6.74758652682932,NA,"2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",86024,4.33734939759036,58.433734939759,2.40963855421687,26.7469879518072,6.12813370473538
"1890","CA3910014","SAN JOAQUIN COUNTY-RAYMUS VILLAGE","DISTRICT 10 - STOCKTON","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,329,1086,77526.43683,56.41941266,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SAN JOAQUIN  ","GW","GW","Self-produced",6.99117688712121,"2","2","No","No","NONE","Yes","2","0","No","1","1","0","0","1","1","Failing",85075.7112393558,43.0460803060429,46.5999289208936,0.00231869769160019,8.57463495854297,29.1741934437495
"1891","CA3910002","SAN JOAQUIN COUNTY - COLONIAL HEIGHTS","DISTRICT 10 - STOCKTON","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,559,1841,71114.90263,30.31581483,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","No","No","C","SAN JOAQUIN  ","SWP","SW","Purchased",7.51860721681525,"2","2","No",NA,"High",NA,"2","0","No","1","1","0","0","0","0","Not failing",78569.1529050451,30.9689665170908,38.7589207238138,7.48933244403911,18.1045483617563,30.5917776352074
"1892","CA3910017","SAN JOAQUIN COUNTY-MOKELUMNE ACRES","DISTRICT 10 - STOCKTON","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,1152,3802,91931.01625,43.11696291,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Did not complete survey","No","C","SAN JOAQUIN  ","GW","GW","Self-produced",8.24354550792826,"2","2","No",NA,"NONE",NA,"2","0","No","1","1","0","0","0","0","Not failing",NA,41.963950862172,21.8494699684459,7.35388950688464,23.186860850936,18.8150783055919
"1893","CA3901303","ACAMPO WATER SYSTEM","LPA69 - SAN JOAQUIN COUNTY","Maintenance District",NA,"Yes","Yes","Full",NA,"Full",NA,70,231,31094,27.36147584,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","HIGH","UNKNOWN","Did not complete survey","No","C","SAN JOAQUIN  ","GW","GW","Self-produced",5.44673737166631,NA,"2","No","No","NONE","Yes","2","0","No","1","1","0","0","1","1","Not failing",46094,10.5970149253731,85.0746268656717,0,4.32835820895522,37.1191135734072
