"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"1964","CA1100254","VOYLES TRAILER PARK","DISTRICT 21 - VALLEY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,15,27,115278,42.58541218,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE",NA,NA,"C","GLENN  ","GW","GW","Self-produced",3.3322045101752,"NONE","HIGH","NONE","NONE","No","No","Yes",NA,"1","1","0","0","3","1","0","0"
"1965","CA1100237","WILLOWS MOBILE HOME COMMUNITY & RV PARK","DISTRICT 21 - VALLEY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,87,261,115278,42.58541218,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","No","No","C","GLENN  ","GW","GW","Self-produced",5.5683445037611,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","0","0"
"1966","CA1200643","BEACH CREEK MOBILE HOME PARK","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,24,67,27083,10.99230037,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","HUMBOLDT  ","SW","SW","Self-produced",4.21950770517611,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1967","CA1200687","RIVERBEND MOBILE HOME PARK","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,31,60,25253,14.75218053,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH",NA,"NONE","No","No","C","HUMBOLDT  ","GW","GW","Self-produced",4.11087386417331,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","1","1"
"1968","CA1200706","TRINIDAD EXTENDED STAY RV","DISTRICT 01 - KLAMATH","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,72,130,21466,10.99230037,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","HUMBOLDT  ","SW","SW","Self-produced",4.87519732320115,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","3","1","0","0"
"1969","CA1300550","COUNTRY LIFE MH & RV PARK","LPA43 - IMPERIAL COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,160,600,35455,50.79916898,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","IMPERIAL  ","SW","SW","Self-produced",6.39859493453521,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1970","CA1300575","DATE GARDENS MOBILE HOME PARK","LPA43 - IMPERIAL COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,72,72,39375,43.5816074,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","IMPERIAL  ","SW","SW","Self-produced",4.29045944114839,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1971","CA1300555","MITCHELLS CAMP FAMILY ASSOC.","LPA43 - IMPERIAL COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,70,175,5677,25.76860601,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","IMPERIAL  ","GW","GW","Self-produced",5.17048399503815,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","1","1"
"1972","CA1300572","VALLEY MOBILE HOME PARK","LPA43 - IMPERIAL COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,22,70,NA,46.89677417,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","Did not complete survey","No","C","IMPERIAL  ","SW","SW","Self-produced",4.26267987704132,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","2","1","1","1","2","1","0","0"
"1973","CA1300626","SUNBEAM LAKE RV RESORT","LPA43 - IMPERIAL COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,1,650,46875,43.5816074,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","IMPERIAL  ","SWP","SW","Purchased",6.47850964220857,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1974","CA1300628","IMPERIAL LAKES INC.","LPA43 - IMPERIAL COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,15,40,25375,19.46242645,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","Did not complete survey","No","C","IMPERIAL  ","SW","SW","Self-produced",3.71357206670431,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","2","1","1","1","2","1","0","0"
"1975","CA1300629","JACKSON HIDE-A-WAY","LPA43 - IMPERIAL COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,26,29,25375,19.46242645,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","Did not complete survey","No","C","IMPERIAL  ","GW","GW","Self-produced",3.40119738166216,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1976","CA1400030","GLENWOOD MOBILE ESTATES","DISTRICT 13 - SAN BERNARDINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,167,468,22887,10.62116256,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","INYO  ","GW","GW","Self-produced",6.15060276844628,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1977","CA1410007","HIGHLAND MOBILE HOME PARK","DISTRICT 13 - SAN BERNARDINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,603,1400,30783.91267,10.63391347,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","INYO  ","GW","GW","Self-produced",7.24494154633701,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1978","CA1400144","SUNLAND VILLAGE MOBILE HOME PARK","DISTRICT 13 - SAN BERNARDINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,26,73,102750,7.545935143,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","INYO  ","GW","GW","Self-produced",4.30406509320417,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1979","CA1400059","BROOKSIDE MOBILE HOME PARK","DISTRICT 13 - SAN BERNARDINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,45,126,102750,7.545935143,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","INYO  ","GW","GW","Self-produced",4.84418708645859,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1980","CA1400020","ABERDEEN WATER SYSTEM","DISTRICT 27 - MOJAVE","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,75,38,45525,16.5189188,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,NA,"C","INYO  ","GW","GW","Self-produced",3.66356164612965,"NONE","HIGH","NONE","NONE","No",NA,NA,NA,"0","0","0","0","2","1","0","0"
"1981","CA1400037","FOOTHILL MOBILE HOME PARK","DISTRICT 27 - MOJAVE","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,48,54,30284,23.55490275,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","INYO  ","GW","GW","Self-produced",4.00733318523247,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","1","1","1","1","1","1","1","1"
"1982","CA1500452","RIVERDALE VILLAGE","DISTRICT 12 - VISALIA","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,290,750,12215.89351,54.23048502,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",6.62140565176413,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","2","1","1","1","0","0","0","0"
"1983","CA1500485","ANTELOPE VALLEY MOBILE ESTATES","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,28,60,16705,28.76105686,"Not At-Risk",0.5,48812.56,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",4.11087386417331,"NONE","NONE","NONE","NONE","Yes",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1984","CA1502247","DESERT BREEZE MOBILE HOME ESTATES","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,63,82,10514,37.90014753,"Failing",0.5,109828.27,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",4.4188406077966,"NONE","HIGH","NONE","NONE","Yes","Yes","No","Yes","0","0","1","1","2","1","1","1"
"1985","CA1500461","FOUNTAIN TRAILER PARK WATER","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,33,68,22326,41.23572605,"Failing",0.5,0,"YES","NO","NO","NO","YES","NONE","NONE","HIGH","NONE","HIGH","HIGH","HIGH","NONE","NONE","NONE","HIGH","HIGH","HIGH","HIGH","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",4.23410650459726,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","3","1","1","1","3","1","1","1"
"1986","CA1500459","LAKE OF THE WOODS MOBILE VILLAGE","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,86,82,29593,11.24107922,"At-Risk",1,48301.45,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","KERN  ","GW","GW","Self-produced",4.4188406077966,"NONE","HIGH","NONE","NONE","Yes","Yes","No","Yes","0","0","1","1","2","1","0","0"
"1987","CA1500481","RIVERNOOK CAMPGROUND","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,287,877,33476.97912,29.09963787,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",6.77764659363512,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1988","CA1502232","ROSAMOND MOBILEHOME PARK","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,79,175,10514,37.90014753,"Failing",0.5,137721.16,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",5.17048399503815,"NONE","HIGH","NONE","NONE","Yes","Yes","No","Yes","0","0","1","1","2","1","1","1"
"1989","CA1502564","SIERRA MEADOWS","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,51,68,31521,29.09963787,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","KERN  ","GW","GW","Self-produced",4.23410650459726,"NONE","HIGH","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","2","1","0","0"
"1990","CA1500542","WILLOW SPRINGS MOBILE HOME PARK","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,104,275,48721,29.48204928,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",5.62040086571715,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1991","CA1500588","SON SHINE PROPERTIES","DISTRICT 12 - VISALIA","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,106,438,NA,29.09963787,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",6.08449941307517,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","1","1","1","1","1","1","1","1"
"1992","CA1500571","KERN MOBILE ESTATES LLC","DISTRICT 19 - TEHACHAPI","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,60,73,74052,28.76105686,"Failing",0,104598.35,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","KERN  ","GW","GW","Self-produced",4.30406509320417,"NONE","HIGH","NONE","NONE","Yes","Yes","No","Yes","0","0","1","1","2","1","1","1"
"1993","CA1600002","SUNSET VISTA ESTATES MHP","LPA46 - KINGS COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,109,400,77870,32.66298062,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","KINGS  ","GW","GW","Self-produced",5.99396142730657,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","0","0"
"1994","CA1700610","BELLA LAGO MOBILE HOME PARK","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,46,152,63111.69543,13.25802047,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","LAKE  ","GW","GW","Self-produced",5.03043792139244,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1995","CA1700589","BLUE LAKES MOBILE HOME PARK","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,23,32,23705,18.99840872,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","LAKE  ","GW","GW","Self-produced",3.49650756146648,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1996","CA1700609","LAZY S MOBILE RANCH","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,24,73,58207,15.71503619,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","LAKE  ","SW","SW","Self-produced",4.30406509320417,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","0","0"
"1997","CA1700580","TWIN CREEKS MOBILE AND RV VILLAGE","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,17,50,NA,17.50868281,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","LAKE  ","GW","GW","Self-produced",3.93182563272433,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1998","CA1700674","WALNUT COVE MOBILE ESTATES","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,60,200,43962,13.25802047,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","LAKE  ","GW","GW","Self-produced",5.30330490805908,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1999","CA1700584","WESTWIND MOBILE HOME PARK","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,38,104,112617,13.25802047,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","LAKE  ","SW","SW","Self-produced",4.65396035015752,"NONE","HIGH","HIGH","HIGH","No","No","Yes","Yes","1","1","3","1","2","1","0","0"
"2000","CA1700595","CAL 20 VILLAGE AND MEADOW POINTE PARK","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,91,255,59265,18.99840872,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","LAKE  ","GW","GW","Self-produced",5.54517744447956,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2001","CA1700592","KONOCTI SHORES","DISTRICT 03 - MENDOCINO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,99,277,58805.82434,13.25802047,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","LAKE  ","GW","GW","Self-produced",5.62762111369064,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2002","CA1800522","HONEY LAKE CAMPGROUND","DISTRICT 02 - LASSEN","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,11,25,37105,20.57323106,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","LASSEN  ","GW","GW","Self-produced",3.25809653802148,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"2003","CA1800524","LASSEN MOBILE HOME PARK","DISTRICT 02 - LASSEN","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,31,62,80274,13.22958601,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","LASSEN  ","GW","GW","Self-produced",4.14313472639153,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"2004","CA1800523","PINEVIEW MOBILE HOME PARK","DISTRICT 02 - LASSEN","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,52,80,98525,10.78251718,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","Did not complete survey","No","C","LASSEN  ","GW","GW","Self-produced",4.39444915467244,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","2","1","1","1","2","1","0","0"
"2005","CA1910099","PARADISE RANCH MHP","DISTRICT 15 - METROPOLITAN","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,95,360,87614,17.98735122,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","No","No","C","LOS ANGELES  ","GW","GW","Self-produced",5.88887795833288,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","1","1"
"2006","CA1910066","LEISURE LAKE MOBILE ESTATES","DISTRICT 22 - ANGELES","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,211,325,36495,23.78550927,"Potentially At-Risk",0.5,562671,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","LOS ANGELES  ","GW","GW","Self-produced",5.78689738136671,"NONE","NONE","NONE","NONE","Yes",NA,NA,"Yes","0","0","1","1","1","1","1","1"
"2007","CA1900942","ALPINE SPRINGS MOBILE HOME PARK","LPA49 - LA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,53,175,112202,30.1217873,"Failing",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE",NA,"NONE","Did not complete survey","No","C","LOS ANGELES  ","GW","GW","Self-produced",5.17048399503815,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","3","1","0","0"
"2008","CA1900975","CALI LAKE RV RESORT","LPA49 - LA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,47,99,117083,14.25123949,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","Did not complete survey","No","C","LOS ANGELES  ","GW","GW","Self-produced",4.60517018598809,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2009","CA1900843","CALIFORNIAN MOBILE HOME PARK","LPA49 - LA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,133,372,21855,32.12431092,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","LOS ANGELES  ","GW","GW","Self-produced",5.92157841964382,"HIGH","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","0","0"
"2010","CA1900529","CAMP WILLIAMS-RESORT WATER","LPA49 - LA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,69,80,70469,NA,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","LOS ANGELES  ","GW","GW","Self-produced",4.39444915467244,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2011","CA1900817","CLEAR SKIES MOBILE HOME PARK","LPA49 - LA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,47,131,57010,29.83627689,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","LOS ANGELES  ","GW","GW","Self-produced",4.88280192258637,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
